text,sentiment
"Commission income decreased to EUR 3.8 mn , compared to EUR 4.6 mn in the third quarter of 2007 .",-1
Most of the increase in net sales was due to the acquisition of Swedish Silva that produces garden tools and boats .,1
"Operating loss totalled EUR 5.2 mn , compared to a loss of EUR 3.4 mn in the corresponding period in 2008-2009 .",-1
"ALEXANDRIA , Va. , Oct. 3 -- Markka A. Oksanen and Harald Kaaja , both of Helsinki , Finland , Juha Salokannel of Kangasala , Finland , and Arto Palin of Viiala , Finland , have developed a system for providing communications security .",0
The Group 's revenue in 2009 amounted to EUR 70 million and the company currently employs approximately 780 people .,0
"However , the company saw its net profit for the third quarter down to EUR 1.4 million from EUR 1.5 million for the corresponding period of 2009 .",-1
"Vaisala Oyj Press Release September 30 , 2010 Vaisala has signed a contract to sell its oxygen measurement technology and business to SICK Maihak GmbH .",1
"PGE Belchatow runs the 4.44 GW Belchatow coal-fired power plant , and Fortum has intentions to start a CCS demonstration project jointly with Teollisuuden Voima Oyj ( TVO ) - another Finnish utility - at the their jointly owned 565MW Meri-Pori coal-fired facility .",0
"HELSINKI ( AFX ) - Nokian Tyres reported a fourth quarter pretax profit of 61.5 mln eur , up from 48.6 mln on the back of strong sales .",1
"According to CEO Matti Perkonoja of the parent company HKScan , the company 's performance in the first quarter of 2010 has remained clearly below the level of the corresponding period in 2009 .",-1
GE is building the facility with wind power developer Invenergy Wind LLC .,0
"Nokia will deliver a WCDMA 3G-HSPA radio network , including the modular , high capacity Nokia Flexi WCDMA base station to Indosat .",0
"The transaction , which includes US$ 1.5 billion euro1 billion in cash , vendor notes and share purchases , is expected to be completed in the first quarter of 2008 , the Finnish-Swedish paper maker said .",0
"Honkarakenne also decided yesterday to sell 88,500 of its B series shares to key staff members for EUR2 .9 per share .",0
Microsoft last week also issued the first patch for the Windows 7 operating system beta it had released days earlier .,0
"Both operating profit and net sales for the three-month period increased , respectively from EUR15 .1 m and EUR131 .5 m , as compared to the corresponding period in 2005 .",1
"Profit for the period totalled EUR 0.8 mn , down from EUR 1.1 mn in the corresponding period in 2008 .",-1
"To ensure low operational cost for radio networks , the BTS modules can be configured , software upgraded and diagnosed remotely .",1
The measures result from the statutory joint negotiations with employees which started in February and concerned all operations in the country .,0
"In Penttil+Æ 's vision , the most important reason for the transaction is Russia .",0
"Fiskars R , founded in 1649 , is one of the oldest companies in the world and is the largest manufacturer of lightweight stainless steel scissors in the U.S. .",0
The contract has been allotted as per lowest price criteria .,0
The EPS outlook was increased by 5.6 pct for 2007 and 7.0 pct for 2008 .,1
Latvenergo has ordered a significant expansion to the Tekla Xpower network information system .,1
Earnings per share ( EPS ) amounted to a loss of EUR0 .38 .,-1
"Lifetree was founded in 2000 , and its revenues have risen on an average by 40 % with margins in late 30s .",1
"Satama 's net profit for the third quarter of 2007 rose to 275,000 euro ( $ 395,000 ) from 270,000 euro ( $ 388,000 ) for the same period of 2006 .",1
Repeats sees 2008 EBITA above 18 pct of sales .,1
Finnish silicon wafer technology company Okmetic Oyj OMX Helsinki : OKM1V said on Wednesday 17 September that it will invest EUR6m in its sensor wafer business during 2009 .,0
"ALEXANDRIA , Va. , Jan. 9 -- United States Patent no. 7,862,685 , issued on Jan. 4 , was assigned to Kemira Chemicals Inc. ( Marietta , Ga. ) .",0
"The pulp production in Finnish Kemij+Ærvi will also be liquidated and about 1,100 employees loose their jobs .",-1
"Both operating profit and net sales for the 12-month period increased , respectively from EUR20 .8 m and EUR177 .7 m , as compared to the financial year 2004 .",1
The reductions will be implemented mainly in the course of the first half of 2009 .,0
"The corresponding share capital increase , EUR 1,012,945.50 was entered in the Trade Register today .",0
Operating loss increased to EUR 17mn from a loss of EUR 10.8 mn in 2005 .,-1
`` We are selling an information systems development business to the Finns .,0
With this acquisition Panostaja Oyj further expands its business area specialising in digital printing .,1
It appears from statistics of the Technical Surveillance Authority that customers who switch service providers mostly transfer their numbers to Elisa 's network .,0
The EUR17m contract includes both design and construction works .,0
"Finnish Vaahto Group that provides paper-making technology and process machinery is starting negotiations concerning the temporary lay-offs of all 140 employees at the company 's plants in Hollola and Tampere , in Finland .",-1
First quarter underlying operating profit rose to 41 mln eur from 33 mln a year earlier .,1
"The employer , together with health personnel , supports quitting and pays part of the cost of nicotine treatments .",0
"In providing managed services , Nokia takes responsibility for building , operating and transferring as well as optimising the Indosat 3G network .",0
The devices also contains Finnair 's own application for compiling customer feed-back and ideas for product development .,0
"The record date for dividend distribution is March 14 , 2008 .",0
"Nordea Bank AB publ holds 6.000 Alma Media shares , representing 0.008 % of share capital and voting rights .",0
"Addus ' services include personal care and assistance with activities of daily living , skilled nursing and rehabilitative therapies , and adult day care .",0
The capital structure of Solidium may be complemented by other financial instruments in the future .,0
Finnish waste management and cleaning group Lassila & Tikanoja Oyj ( L&T ) net profit went down to 32.2 mln euro ( $ 47.7 mln ) for 2007 from 35.3 mln euro ( $ 52.3 mln ) for 2006 .,-1
"In July-September 2008 , YIT 's net sales increased to EUR 970.8 mn , compared to EUR 906.8 mn in the corresponding period in 2007 .",1
"Okmetic closed its plant in Espoo in early 2004 , and all production lines from the site were moved to Okmetic 's plants in Vantaa , Finland and Texas , USA .",0
Metso estimates the need for personnel reductions to amount to 25 people .,-1
Nordea Bank Estonia is part of the largest financial group in the Nordic countries .,0
Commencing the construction works of Pearl Plaza is a significant step in our Russian projects .,1
"The one dark spot on the horizon , however , was the company 's performance in the Finnish bottled water market .",-1
The order for plywood mill machinery and equipment announced by Finnish Raute in September 2006 will be delivered to Thebault Plyland in France .,0
"Operating loss was EUR 179mn , compared to a loss of EUR 188mn in the second quarter of 2009 .",1
No changes regarding the Virala Oy Ab s ownership of shares of Tiimari has taken place .,0
Finnish business software group AffectoGenimap Oyj said it had signed an agreement to acquire all the shares in Swedish sector company Intellibis Ab for 12 mln euro ( $ 15.8 mln ) on a debt-free basis .,1
"Due to market conditions , the company will also temporarily lay off about 3,200 people at different sites .",-1
The machines will cease production by the end of February 2007 .,0
"Tectia Corporation HEL : TEC1V , a provider of real-time security solutions , today announced that it has appointed LAN2LAN , a provider of IT services in the UK , to distribute its data security and manage file transfer software .",1
NORDIC BUSINESS REPORT-26 June 2006-Metso Corporation wins EUR50m equipment order in Australia -_ 1998-2006 M2 COMMUNICATIONS LTD The Finnish engineering and technology group Metso Corporation said on Monday ( 26 June ) that it has received a EUR50m equipment order in Australia .,1
"Operating profit for the nine-month period increased from EUR13 .6 m , while net sales increased from EUR394 .7 m , as compared to the corresponding period in 2005 .",1
The new shares will provide the shareholders with full shareholder rights .,0
Aldata said that there are still a number of operational aspects to be defined between it and Microsoft and further details of the product and market initiatives resulting from this agreement will be available at a later date .,0
"STOCKMANN plc COMPANY ANNOUNCEMENT February 20 , 2007 , at 13.40 An annual summary of Stockmann 's stock exchange and financial press releases in 2006 is available on the company 's website at the address www.stockmann.com .",0
"The above mentioned shareholders will suggest that a monthly salary of EUR 1,400 would be paid for the Board members outside the company .",0
"Thanks to the multiplying effect of wagon performance , transport will be much more efficient , '' says development manager Juha Malkia from VR Cargo .",1
"Thanks to its extensive industry and operations experience , Cybercom offers strategic and technological expertise to these markets : telecom , industry , media , public sector , retail , and banking and financial services .",0
"Of the sales price , a sales gain of some 3.1 mln euro ( $ 4.5 mln ) will be recognized in Incap 's earnings for 2007 .",1
Financial terms were n't disclosed .,0
The first stage of the contract covers 133 stores and 600 cash registers .,0
Relations with the City have been further damaged by comments from Mr Ashley criticising City investors and analysts as `` cry babies '' .,-1
"Tallink claims the watertight doors of both Vana Tallinn and Regina Baltica , including their electrical systems , are fully in working order .",1
"The sale will be finalized in September or October , the company said .",0
Central Europe is an important market area for Honka .,0
The net sales decreased to EUR 49.8 million from EUR 59.9 million .,-1
"Only this time , Nokia , India 's largest MNC , has sought out a topic that could spark off a million approaches ` Creativity in Emerging Markets .",0
"In April 2010 , Olvi 's range of ciders will expand with a strawberry-rhubarb and an apple-pear cider in green bottles with a new shape .",0
The reductions will be concluded by autumn 2010 .,0
"N +1 Group will pay EUR16 .5 m of the transaction price upon closing , and the remaining sum in 2012 .",0
Part of the reductions will be made through retirement arrangements .,0
"In Finland , Alma Media will focus on quality and developing chain operations .",0
"So , at the present time Nokian tires had the contract of tires production in China .",0
DMASIA-16 August 2006-Benefon extends manufacturing capability with ASMobile -_ 2006 Digitalmediaasia.com & DMA Ltd. .,1
Diluted earnings per share ( EPS ) rose to EUR 0.29 from EUR 0.05 .,1
"Finnish construction group YIT has been awarded a contract to install heating , air conditioning and cooling systems to the new head office of the automobile association ADAC in Munich in Germany .",1
"Currently , YIT builds a housing estate Zapadnye Vorota 26,000 square metres in the city and a house 9,910 square metres , which will be completed at the end of 2009 .",0
"These products include Personal Communications products such as mobile phones and their parts , Home Communications products such as set-top boxes and electronics for flat panel TVs as well as Communications Networks products such as base-stations , tower-top amplifiers , and microwave systems .",0
The company said it estimates to make a slight profit thanks to cost-cutting measures .,1
"---------------------------------------------------------------------- -------------- Munich , 14 January 2008 : BAVARIA Industriekapital AG closed the acquisition of Elcoteq Communications Technology GmbH in Offenburg , Germany , with the approval of the",0
"The EBRD is using its own funds to provide a 21.6 mln A loan while the B portion of 10 mln Euros has been syndicated to two Finnish commercial banks , Nordea Bank Finland Plc 7.7 mln Euros and Pohjola Bank Plc 2.3 mln Euros .",0
"The disposal of Autotank will also strengthen Aspo 's capital structure , '' commented Gustav Nyberg , CEO of Aspo .",1
"`` We have analyzed Kaupthing Bank Sweden and found a business which fits well into Alandsbanken , '' said Alandsbanken 's chief executive Peter Wiklof in a statement .",1
The Swedish subsidiary holds 1.0 % net smelter return `` NSR '' royalties over two advanced copper projects in northern Sweden - the Viscaria and Adak Projects - being developed by Avalon Minerals Ltd. ASX : AVI .,0
The initial estimated total value was 1744900 EUR and the final award value was 1744900 EUR .,0
"Finnish metal products company Componenta Oyj ( HEL : CTH1V ) said today its net loss narrowed to EUR 500,000 ( USD 680,000 ) in the last quarter of 2010 from EUR 5.3 million for the same period a year earlier .",1
The writing and publication of Lemmink+Æinen - s history is a continuation of earlier collaboration between Antti Tuuri and the company .,0
The value of the order is EUR 2.5 mn .,0
EuroChem CFO Andrey Ilyin said : `` This facility marks another important step for EuroChem in securing the long-term financing necessary for our potash and other strategic projects '' .,1
"( ADPnews ) - Dec 1 , 2009 - Finnish cutlery and hand tools maker Fiskars Oyj Abp ( HEL : FISAS ) said today that it will make redundant a total of 18 office and management staff members of its subsidiary Iittala Group Ltd. .",-1
"( ADP News ) - Nov 28 , 2008 - Finnish power-supply solutions provider Efore Oyj ( OMX : EFO1V ) announced today the launch of OPUS DC , the latest power system in its OPUS product line .",1
Layoffs will also take place at the Suomussalmi and Kuhmo plants this autumn as a result of codetermination negotiations held there .,-1
Operating profit improved to EUR 20.3 mn from EUR 11.4 mn .,1
"`` The considerably weaker U.S. dollar and British pound had an impact on sales and average prices in euros , '' UPM said .",-1
`` It allows the young child to move forward with his life . '',1
"Following the increase , Huhtamaki Oyj 's registered share capital is EUR 358,706,290.00 and the number of shares outstanding is 105,501,850 .",0
"Cramo 's manager Jarmo Laasanen said hiring of equipment and machinery in Lithuania differs from the other Baltic countries in that in Lithuania still many public structures such as roads , bridges , airports and shops are being built .",0
"Operating profit for the three-month period increased from EUR1 .2 m , while revenue increased from EUR20 .2 m , as compared to the corresponding period in 2005 .",1
"The total size of the complex is around 25,000 m2 and the project will be constructed in stages .",0
"Cooper SH , the UK distributor for lift equipment manufacturer Konecranes , won the five-year deal which involves low maintenance and fuel saving technologies .",1
"Under a preliminary estimation , the technology park will measure about 50,000 square meters .",0
In 2005 Cargotec 's net sales exceeded EUR 2.3 billion .,0
"The purchase of sites worth 300 million in the Thames Gateway will provide more than 1,200 homes .",0
"Proving that good cellphone design is truly a work of art , the website for the Nokia 6131 provides a colorful canvas for the expression of mobile-inspired sentiments .",1
The Finnish company claims to have over a quarter of a million contented Tulikivi fireplace business and homeowners worldwide .,0
"The transaction is subject to a final agreement between the parties , approvals of their decision-making bodies and approval by the Finnish Competition Authority .",0
"From 2003 on , the emphasis of Kyro 's strategy has been on Glaston 's growth .",0
"Westpac Banking Corp - Is to issue a benchmark , 3 year FRN deal in Euros .",0
"The company designs , manufactures and markets advanced composite products for industrial applications and consumer goods such as cross-country , alpine and Nordic Walking poles , floorball sticks and antenna radomes .",0
The per-share subscription price of the shares subscribed with the option rights was EUR 1.35 .,0
"Via the move , the company aims annual savings of some EUR3m , the main part of which are expected to be realized this year .",1
"The contractor of the shopping center , China State Construction Engineering Corporation , has previously built e.g. airports , hotels and factories for large international customers in different parts of the world .",0
"According to PKC , the acquisition would bring a significant addition to PKC 's customer base .",1
Nokia has inaugurated its manufacturing plant near Chennai on 11 Mar 2006 .,0
"The payment of 2.779 million litas in interest on a long-term loan provided by Ragutis ' majority shareholder , Estonia 's A. Le Coq , also added to the losses .",-1
Automation makes it possible to conduct several tests simultaneously .,0
"When completed , the 120-meter Watchtower will be the highest building in Ireland .",0
"So far the company has awarded more than $ 350,000 worth of tools and materials .",0
"On the other hand , Finnish sawmills ' production has decreased even more .",-1
"ABN Amro Capital has agreed to sell its Helsinki-based designer homeware producer , Iittala Oyj , to crosstown consumer products group Fiskars Corp. , for EUR230 million to EUR235 million ( $ 310 million to $ 316 million ) .",0
ABN : 59 087 901 620 now represent 5.10 % of the voting rights and share capital of Citycon Oyj .,0
"Finnair PLC carried a record 8.8 million passengers in 2006 , an increase of 3.5 percent on the previous year , the Finnish national carrier reported Tuesday .",1
"The maximum grade of the veneer yield is calculated , based on the dimensions and grades of the veneer products , as well as by iterating the places of the peeling axes and simulating the peeling process .",0
Kazgiprotsvetmet and Outotec Finland have signed an agreement on strategic cooperation in the marketing and providing of minerals processing and metallurgical plants and related services in Kazakhstan and the surrounding countries .,1
"Uncertainties still exist , however .",0
The inventor was issued U.S. Patent No. .,0
Efficiency programs totalling 100 million euros are under way in Finnair .,1
"The Annual General Meeting approved a dividend of EUR 0.10 per share , that is , a total of EUR 7,8 million .",0
"The company operates a U.S. division in Lisle , Ill. .",0
"Swiss bank Credit Suisse International will act as an investor in the locomotive manufacturing plant , the Astana administration said .",0
Ruukki forecast a 15-20 % annual sales growth and a positive pretax result for 2010 .,1
"The company operates worldwide and employs in total approximately 47,000 persons .",0
"Ruukki 's delivery volumes and selling prices showed favourable development and the company 's comparable net sales grew by 50 % year-on-year to EUR647m , CEO Sakari Tamminen said .",1
The operating margin came down to 2.4 % from 5.7 % .,-1
Finnish investment company Neomarkka is the main owner of Kuitu Finland 's successor .,0
Oriola-KD is a spin-off of Finnish pharmaceutical group Orion Oyj 's wholesale division .,0
"The reason for this is St. Petersburg status as a capital , one of the participants in the meeting quoted Chikunov as saying .",0
Salcomp Manufacturing Oy will pay EUR 35 million in cash to Salcomp in connection with the implementation of the sale and transfer of the Business .,0
"However , its market share shrank to 47.59 per cent from 48 per cent a year earlier .",-1
The combined value of the orders is EUR 45mn .,0
The GyPSii mobile social networking application is available in China with both Chinese and English language support .,0
"The original name Componenta +_m+_l , as a subsidiary of the Finnish Componenta Group , has been changed to +_m+_l Components and the company has seen a 63 % growth in Q1 2010 , in comparison to Q1 2009 .",1
Temporary layoffs in these units have already started .,0
"In the first quarter of 2008 , Sacanfil 's net sales totalled EUR 50.0 mn and its operating profit EUR 4.7 mn .",0
"By acquiring RCP , we can combine our strong knowhow with the expertise of a solid local company .",1
"The recovery of demand that started toward the end of 2009 , continued in January-March 2010 .",1
"Operating profit of Kauppalehti group rose to EUR 1.5 mn from EUR 1.3 mn , and that of Marketplaces to EUR 1.3 mn from EUR 1.0 mn in the third quarter of 2006 .",1
The ISO certification demonstrates that we are moving forward in our quality commitments to our customers . ',1
"`` The biggest challenge was to make the piece look raw , '' Hansen said .",0
"Equipment will be manufactured in Vaahto 's workshop in Hollola , Finland and is scheduled for shipments during the first quarter of 2009 .",0
`` The acquisition of Elektros Pavara completes KONE 's market expansion strategy in the Baltic Countries .,1
"Cargotec 's share capital after the increase totals 64,046,460 euros .",0
"In 2007 , Etteplan had turnover of EUR125 .2 m.",0
Profit for the period was EUR 15.6 mn compared to EUR 14.1 mn in 2007 .,1
Capital base and capital adequacy measurement is based on approaches under Basel II .,0
A meeting of Glisten shareholders to vote on the bid will be held on 12 March .,0
The transaction is expected to be finalized by Dec 2009 .,0
"S Group 's loyal customer magazine Yhteishyv+Æ came second with 1,629,000 readers and Sanoma Corporation 's daily newspaper Helsingin Sanomat was third with 1,097,000 readers .",0
"cents The profile contains business operations , the company history , major products and services , prospects , key competitors , structure and key employees , locations and subsidiaries .",0
Raisio is the site of the main production plants as well as company headquarters .,0
The company supports its global customers in developing new technologies and offers a fast route from product development to applications and volume production .,0
Finnair said that the cancellation of flights would cause daily losses of  x20ac 2.5 million US$ 3 million .,-1
Finnish Bank of +_land will launch its long-term pension savings account at the beginning of June 2010 .,0
Each share is entitled to one vote .,0
"Cohen & Steers , Inc. : 5 534 530 shares representing 4.985 % of the share capital and voting rights .",0
"rosendal at outotec.com Eila Paatela , Vice President - Corporate Communications tel. +358 20 529 2004 , +358 400 817198 e-mail eila .",0
TN means that the handset supports TeliaSonera 's Telia Navigator global positioning system service .,0
"Now , Nokia has announced the launch of Bicycle Charger Kit that is compatible with all Nokia phones that have a 2 mm charging interface .",0
"Tekla provides 3D software for building and infrastructure engineering , with a focus on building information modelling of steel and concrete structures from design to construction .",0
Connectivity Services include outsourced Scan and Capture which transfers paper invoices into electronic format and Basware Business Transactions Service enables the customer to receive and send invoices in an electronic format .,0
"A purchase agreement for 7,200 tons of gasoline with delivery at the Hamina terminal , Finland , was signed with Neste Oil OYj at the average Platts index for this September plus eight US dollars per month .",1
"According to Saarioinen 's Managing Director Ilkka M+Ækel+Æ , the food industry sector has a significant excess of production machinery .",0
"GeoSentric 's flagship product is the GyPSii platform , which uses pioneering geo-location software technology to connect people to people , and people to places with new and exciting social community and location-specific services .",0
Stora Enso owns 43 percent of Bergvik and earns therefore SEK 1.5 bn on the value appreciation .,1
Ingen is an established medical device manufacturer with an emerging new medical product line for the respiratory market worth an estimated $ 4 billion in the U.S. and $ 8 billion globally .,0
The group said it intends to initiate within this year the process of buyout of minority shareholders of Ragutis with the aim of becoming the sole owner of the company .,0
"BAWAG - Is to issue a benchmark , covered deal .",0
"Svyturys-Utenos Alus , which is controlled by the Nordic group Baltic Beverages Holding ( BBH ) , posted a 6.1 percent growth in beer sales for January-September to 101.99 million liters .",1
"And when it has lifted the veil on the various types of customer for which it designs its phones , the result is social stereotyping taken to a fine art .",0
You will hear the latest insights and updates on Citycon 's strategy as well as the latest news from all the business units .,0
Delivery will start immediately in June 2008 and will be completed in 2008 .,0
M+Ækel+Æ is demanding a new Board for the company as well as discussions on the merger of Alma media and media company Talentum .,0
"For Telenor , the three and a half year contract is worth an estimated 12.6 m. YIT has chosen Telenor and Elisa as its principal suppliers of ICT solutions in Norway , Sweden , Denmark and Finland .",1
Finnish bank Alandsbanken said Monday it will buy the Swedish operations of Iceland 's troubled Kaupthing Bank for 414 million kronor $ 49.5 million in cash .,0
"Proha Plc ( Euronext :7327 ) announced today ( 19 May ) that its fully-owned subsidiary , Safran Software Solutions AS , has agreed to sell its 49 % share of Safran North America LLC to a SNA Holding AS , an investment group based in Norway .",0
Finnish Raute Precision that supplies weighing and dosing systems and plants is changing its name to Lahti Precision .,0
The company expects its net sales in the first half of 2008 to reach the previous year 's level .,1
"Pretax profit rose to EUR 1,019 mn from EUR 1,007 in the corresponding period in 2005 .",1
Kesko www.kesko.fi is a Finnish retail specialist whose stores offer quality to the daily lives of consumers through valued products and services at competitive prices .,0
"Pearl Plaza LLC , the joint venture of SRV and Shanghai Industrial Investment Holdings Co Ltd , has concluded the investment decision on construction of the first phase of the shopping center in Saint Petersburg , Russia .",1
"Finnish W+Ærtsil+Æ that provides power solutions for the marine and energy markets has opened a Service Centre in Murmansk , in Russia .",0
Aspokem posted an operating profit of 2.7 mln euro ( $ 3.5 mln ) and net sales of 89.1 mln euro ( $ 116.8 mln ) in 2006 .,0
"Vaisala , headquartered in Helsinki in Finland , develops and manufactures electronic measurement systems for meteorology , environmental sciences , traffic and industry .",0
The estimated synergy benefits are at least EUR7m annually .,1
"`` These tests are part of a larger campaign which includes various customer trials and demonstrations to make LTE on 800 MHz commercially viable by this summer , '' Nokia Siemens head of LTE business line , Reino Tammela , said .",0
"Teollisuuden Voima Oyj , the Finnish utility known as TVO , said it shortlisted Mitsubishi Heavy s EU-APWR model along with reactors from Areva , Toshiba Corp. , GE Hitachi Nuclear Energy and Korea Hydro & Nuclear Power Co. .",0
"Music is provided by all major international and regional labels including Universal Music Group , Sony Music Entertainment , Warner Music , EMI Music , Rotana , Mazzika , Melody Music , Platinum Records , and leading content aggregator The Orchard , as well as thousands of independent labels .",0
"The devices would be launched in the Chinese market in late 2006 , the company said .",0
"In 2008 , the steel industry accounted for 64 percent of the cargo volumes transported , whereas the energy industry accounted for 28 percent and other industries for 8 percent .",0
Some of the lay-offs will be implemented using part-time employment contracts .,0
"The most loyal customers were found in the Bank of +_land , with an index of 8.0 .",1
"Changes in the market situation and tougher price competition have substantially reduced demand for bread packaging manufactured at the Kauhava plant , according to the company .",-1
"Stockholm , 3 March 2011 About Cybercom The Cybercom Group is a high-tech consultancy that offers global sourcing for end-to-end solutions .",0
"The huge bridge girders will be delivered to the site from our plant in Ylivieska , Finland .",0
"from BUSINESS LINE , May 16 , 2008 Sriperumbudur , May 15 - Nokia 's two key suppliers - Aspocomp and Wintek - are likely to start operations within three months in the Nokia Telecom Park at Sriperumbudur , 45 km west off Chennai .",0
- Cash flow from operating activities before investments was EUR 7.6 million EUR 2.5 million .,0
"in Q1 '10 19 April 2010 - Finnish forest machinery and equipment maker Ponsse Oyj HEL : PON1V said today that it expects to swing to a net profit of some EUR6 .3 m in the first quarter of 2010 , from an EUR9 .6 m loss a year earlier .",1
Mr Jortikka is president of the base metal division of Outotec Oyj in Finland and is on the executive committee of Outotec .,0
The uranium found locally is naturally occurring and it makes sense to extract it in the same way as we do with our other metals . '',0
Number of offers received for this contract is two .,0
The total value of these two contracts is over EUR 21 million .,0
"HKScan is one of the leading food companies in northern Europe with homemarkets in Finland , Sweden , the Baltic countries and Poland .",0
"The expanded agreement covers the sale , marketing and distribution of Benefon 's navigation and locator devices in China .",0
"In the fourth quarter of 2009 , Atria 's net loss shrank to EUR 1.2 million from EUR 5.9 million and net sales contracted to EUR 340.4 million from EUR 361.1 million .",1
The acquisition of +_landsbanken Sverige in 2009 burdened the performance with EUR 3.0 mn .,-1
The value of the total investment is about EUR 600mn .,0
Stockmann MasterCard has widened the scope of this cooperation to Estonia and Latvia .,1
"Operating loss totalled EUR 12.7 mn , compared to a profit of EUR 17.7 mn in the first half of 2008 .",-1
Jon Risfelt is 49 years old holds a Master of Science in Chemical Engineering from the Swedish Royal Institute of Technology .,0
Finnish Honkarakenne that specialises in the building of log houses is planning to use pine from Russian Karelia .,0
This wood lacquered clock comes with a stripy hand-crocheted cover .,0
"Quartal Oy now owns 2,094,063 shares in Satama Interactive Plc , which represents 5,19 per cent of the share capital and voting rights .",0
The social plan negotiations were part of the three year turn-around program which is expected to ensure Salomon 's future competitiveness .,1
"`` We can say that the number of deals has become normalized by the moment , and therefore we have decided to devalue our apartments now on sale , '' he added .",-1
Swedbank 's shares have been hardest hit of the Swedish banks by the ongoing international financial crisis .,-1
"Finnish management software solutions provider Ixonos Oyj net profit decreased to 369,000 euro ( $ 575,000 ) for the first quarter of 2008 from 669,000 euro ( $ 1.0 mln ) for the same period of 2007 .",-1
The subscription period of Amer Sports ' 2002 warrant scheme will end on 31 December 2007 .,0
1 April 2011 - Finnish machinery rental company Ramirent Oyj HEL : RMR1V said today it has acquired the assets of sector player Stavebni Doprava a Mechanizace SDM in the Czech Republic for an undisclosed sum .,0
"The Costanza light , with an aluminum base and washable shade , comes in white , pistachio , orange , blue and red .",0
"A total six of the polled analysts rated M-real -- two gave `` buy '' - `` accumulate '' , three gave `` hold '' and only one gave `` sell '' .",0
Revenue grew 1 percent to euro742 .2 million US$ 964 million from euro735 million .,1
Metso will supply the equipment for two process lines at Northland Resources ' new Kaunisvaara iron ore project in Sweden which exploits Tapuli and Sahavaara iron ore deposits .,1
No financial detail were available .,0
"The reductions will be implemented immediately , beginning in October 2009 .",0
The agreement includes the entire process of managing Mercator 's supply chain in all regions where the company is currently present .,0
"Product coverage : baked goods ; biscuits ; breakfast cereals Data coverage : market sizes historic and forecasts , company shares , brand shares and distribution data .",0
Finnish forest machinery manufacturer Ponsse has issued a profit warning .,-1
"The brokerage said 2006 has seen a ` true turning point ' in European steel base prices , with better pricing seen carrying through the second quarter of 2006 .",1
Kemira shares closed at (  x20ac ) 16.66 ( $ 22US .71 ) .,0
The transaction is planned to be financed with a EUR40m market-based loan granted by Standard Chartered Bank Hong Kong .,0
Raute said it has won an order worth around 15 mln eur to supply several plywood production lines to mills operated by Russian wood products company Sveza Group .,1
"Okmetic has a global customer base and sales network , production plants in Finland and the US and contract manufacturers in Japan and China .",0
"SINGAPORE ( ICIS ) -- ( 1 ) Kemira and Indian water infrastructure firm ( 2 ) IVRCL have agreed to form a join venture which includes a new inorganic coagulant manufacturing facility in Andhra Pradesh state , India , the Finnish water treatment chemicals maker said on Tuesday .",1
Construction is expected to be completed in the summer of 2011 .,0
"The total investment in the Vantaa plant extension will amount to around 10 million euro , and Okmetic 's share of the investments will be worth around 2.7 million .",0
Rapala aims to move the distribution unit Ragot from Loudeac in Bretagne and the distribution unit Waterqueen and the fishing line supplier Tortue from Saint Marcel in Central France to Morvillars .,0
27 January 2011 - Finnish IT solutions provider Affecto Oyj ( HEL : AFE1V ) said today it has won a EUR1 .2 m ( USD1 .6 m ) contract from state-owned Lithuanian Social Insurance Institution ( SODRA ) .,1
"- Demand for fireplace products was lower than expected , especially in Germany .",-1
"The add-on order contains , among others , control valves and instrumentation as well as complete mill engineering and electrification with Metso drive controls .",0
"When cruising , the revs fall as less engine output is required .",0
Russia 's Video International Group holds a controlling stake in Russian Media Ventures .,0
"The major breweries increased their domestic beer sales by 4.5 per cent last year , to 256.88 million litres from 245.92 million litres in 2004 .",1
"The Economic Development and Trade Ministry and Industry and Energy Ministry , along with the Kostroma regional administration and the Russian Lumberman and Timber Exporters Union , has been carrying out work to acquire investment for the construction of a pulp and paper mill in Neya since 2003 .",0
"Cargotec 's share capital after the increase totals EUR 64,299,180 .",0
It also confirmed its earnings guidance for the whole 2009 issued in its report for the whole 2008 .,0
"The contract also includes cutting and edging wagon parts at Ruukki 's steel service centres in Seinajoki and Raahe , from where they will be delivered to VR for welding and assembly .",0
`` We know there are some of our own people out there . '',0
"`` Because we 're a pension insurance company , we 're required to diversify and not put too much in one asset class .",0
Nokia was up 0.12 pct to 16.70 eur after kicking off the morning in negative territory .,1
( The acquisition sum has not been disclosed . ),0
"Finnish Ponsse has signed an agreement with Babcock Africa for the distribution and support of Ponsse forest machines , harvester heads , and information systems in South Africa .",1
"The closing of the transaction is scheduled to take place on January 10 , 2008 .",0
"Net cash from operating activities was a negative EUR 0.3 mn , compared to EUR 30.9 mn in 2009 .",-1
This assignment strengthens Poyry 's position as an international provider of engineering and project services to the chemical process industry .,1
Affecto has helped SKAT to set up the platform and has previously delivered several Business Intelligence projects for SKAT .,0
Atria will also buy the shares of Kauhajoen Teurastamokiinteistot Oy (Kauhajoki slaughterhouse property)from Itikka Co-operative .,0
Delivery is expected to take place later this month .,0
"Svyturys-Utenos Alus , which is controlled by the Nordic group Baltic Beverages Holding ( BBH ) , posted a 4.7-per-cent growth in beer sales for January-May to 46.22 million litres .",1
"Fiskars has a strong portfolio of international brands , which include Fiskars , Iittala , Gerber , Silva and Buster .",1
